Organization,Category,Street Address,City,State,Zip Code,Latitude,Longitude,Phone Number,Status,Free Services,Paid Services,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Outpatient Services (The Whole Child),Mental Health,"630 Leonard Avenue, East Los Angeles",Los Angeles,CA,90022,34.0205171,-118.1418461,562-692-0383,Open,,"psychiatric emergency services, outpatient treatment, mental health evaluation",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Therapeutic Services (Centro De Bienestar Familiar),Mental Health,1930 Wilshire Boulevard,Los Angeles,CA,90057,34.0571399,-118.2745293,213-361-0315,Open,,"parenting education, specialized therapy, group therapy, individual counseling, mental health evaluation, help fill out forms, case management",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Housing Program (Integrated Recovery Network),Mental Health,2010 Wilshire Boulevard,Los Angeles,CA,90057,34.0572759,-118.2751596,213-977-9447,Open,,"residential housing, addiction & recovery, residential treatment, medical care, mental health care, residential care",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Medication Assisted Treatment (MAT) (BAART Programs),Mental Health,1926 Beverly Boulevard,Los Angeles,CA,90057,34.0656565,-118.2688079,844-341-4040,Open,,"addiction & recovery, detox, drug testing, health education, daily life skills, understand mental health, checkup & test, counseling, group therapy, individual counseling, mental health evaluation, navigating the system, one-on-one support",8:30 AM - 15:30 PM,8:30 AM - 15:30 PM,8:30 AM - 15:30 PM,8:30 AM - 15:30 PM,8:30 AM - 15:30 PM,10:00 AM - 14:00 PM,10:00 AM - 14:00 PM
Mental Health Services (Wayfinder Family Services),Mental Health,"5300 Angeles Vista Boulevard, View Park-Windsor Hills",Los Angeles,CA,90043,33.994033,-118.3436836,323-295-4555489,Open,"mental health care, counseling, family counseling, individual counseling, medications for mental health, mental health evaluation, in-home support, psychiatric emergency services",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Veterans Training (Wayfinder Family Services),Mental Health,,Los Angeles,CA,,,,800-352-2290,Open,"assistive technology, daily life skills, exercise & fitness, group therapy, family counseling, individual counseling, recreation",,12:00 PM - 21:00 PM,12:00 PM - 21:00 PM,12:00 PM - 21:00 PM,12:00 PM - 21:00 PM,12:00 PM - 21:00 PM,Closed,Closed
School Based Mental Health (SBMH) (SHIELDS for Families),Mental Health,"161 Victoria St, Long Beach",Los Angeles,CA,90805,33.8648936,-118.2037819,310-603-1098,Not specified,,"mental health care, group therapy, family counseling, individual counseling, navigating the system, one-on-one support",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
"Psychotherapy Services (Coldwater Counseling Center, Inc.)",Mental Health,4419 Coldwater Canyon Avenue,Los Angeles,CA,91604,34.1509611,-118.414074,818-508-0703,Open,,"counseling, specialized therapy, more education, skills & training",11:00 AM - 00:00 AM,11:00 AM - 00:00 AM,11:00 AM - 00:00 AM,11:00 AM - 00:00 AM,11:00 AM - 00:00 AM,11:00 AM - 21:00 PM,11:00 AM - 23:00 PM
Prevention and Early Intervention Services (Alcott Center For Mental Health),Mental Health,1433 S Robertson Blvd,Los Angeles,CA,90035,34.0537515,-118.3841925,310-785-2121,Not specified,,mental health care,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,Closed,Closed
Cancer Support Services (Cancer Support Community Los Angeles),Mental Health,1990 South Bundy Drive,Los Angeles,CA,90025,34.0345649,-118.4555094,,Open,"health education, counseling, family counseling, individual counseling, recreation, support network, help hotlines, support groups",,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,Closed,Closed
Outpatient Treatment Program (Clare/Matrix),Mental Health,,Los Angeles,CA,,,,866-452-5273,Open,"outpatient treatment, substance abuse counseling, specialized therapy, individual counseling, support groups, counseling, navigating the system, support groups",,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,14:00 PM - 19:00 PM,Closed
"Outpatient Mental Health Services (Bridges, Inc.)",Mental Health,"11927 Elliott Avenue, El Monte",Los Angeles,CA,91732,34.0581762,-118.025859,626-350-5304,Open,"outpatient treatment, understand mental health, counseling, mental health care, group therapy, family counseling, individual counseling, medications for mental health, navigating the system, case management, help find housing",,11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,Closed,Closed
VIP Family Program (Bridge of Faith (BOF)),Mental Health,,Los Angeles,CA,,,,562-322-5265,Open,,"residential housing, daily life skills, counseling, specialized therapy, substance abuse counseling, financial education, more education, skills & training",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Domestic Violence and Human Trafficking Advocacy Services (Divine Connections H.O.P.E (DCH)),Mental Health,,Los Angeles,CA,,,,909-294-6110,Open,"counseling, support groups, advocacy & legal aid",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Face It TOGETHER (Face It Together),Mental Health,,Los Angeles,CA,,,,855-539-9375,Open,"addiction & recovery, substance abuse counseling, peer recovery coaching, navigating the system, one-on-one support, peer support, virtual support",,12:00 PM - 21:00 PM,12:00 PM - 21:00 PM,12:00 PM - 21:00 PM,12:00 PM - 21:00 PM,11:00 AM - 19:00 PM,Closed,Closed
Online Support Meetings (Postpartum Support International (PSI)),Mental Health,,Los Angeles,CA,,,,800-944-4773,Open,"mental health care, peer support, support groups, virtual support",,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM
Grief Line (First Candle),Mental Health,,Los Angeles,CA,,,,800-221-7437,Open,"bereavement, help hotlines",,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM
WWP Talk (Wounded Warrior Project (WWP)),Mental Health,,Los Angeles,CA,,,,888-997-2586,Open,mental health care,,9:00 AM - 21:00 PM,9:00 AM - 21:00 PM,9:00 AM - 21:00 PM,9:00 AM - 21:00 PM,9:00 AM - 21:00 PM,Closed,Closed
"Anonymous Mental Health Support for Veterans, Service Members, and Intelligence Officers (Sound Off)",Mental Health,,Los Angeles,CA,,,,,Open,"mental health care, individual counseling, peer support, virtual support",,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,Closed,Closed
Community Services (The Salvation Army Hollywood Corps),Mental Health,5941 Hollywood Boulevard,Los Angeles,CA,90028,34.1021265,-118.3193917,323-960-0640,Open,"help pay for utilities, food pantry, meals, toys & gifts, counseling, after school care, recreation, navigating the system, spiritual support",,11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,Closed,Closed
Chirp/La (CHIRP/LA),Mental Health,150 West 24th Street,Los Angeles,CA,90007,34.0272772,-118.2691202,213-741-1951,Open,"help find housing, housing advice, sober living, clothing vouchers, transportation, detox, outpatient treatment, navigating the system, skills & training",,12:00 PM - 18:00 PM,12:00 PM - 18:00 PM,12:00 PM - 18:00 PM,12:00 PM - 18:00 PM,12:00 PM - 18:00 PM,Closed,Closed
Transgender Health Program (St. John’s Well Child and Family Center (SJWCFC)),Mental Health,326 West 23rd Street,Los Angeles,CA,90007,34.0293689,-118.2715053,,Open,,"dental care, primary care, hiv treatment, specialized therapy, medication management, mental health care, family counseling, individual counseling, std/sti treatment & prevention, navigating the system, support groups",11:30 AM - 22:00 PM,11:30 AM - 22:00 PM,11:30 AM - 19:00 PM,11:30 AM - 22:00 PM,11:30 AM - 19:00 PM,10:00 AM - 18:00 PM,Closed
Mental Health Services (Violence Intervention Project (VIP)),Mental Health,1721 Griffin Avenue,Los Angeles,CA,90031,34.0634163,-118.2117856,,Open,,"parenting education, understand mental health, counseling, mental health care, group therapy, family counseling, individual counseling, mental health evaluation, navigating the system, one-on-one support",11:00 AM - 22:00 PM,11:00 AM - 22:00 PM,11:00 AM - 22:00 PM,11:00 AM - 22:00 PM,11:00 AM - 22:00 PM,Closed,Closed
"Pacific Asian Alcohol and Drug Program (Special Service for Groups (SSG), Inc.)",Mental Health,2001 Beverly Boulevard,Los Angeles,CA,90057,34.06633,-118.2689169,213-413-1622,Open,,"addiction & recovery, outpatient treatment, substance abuse counseling, health education",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Fracture Center (Orthopedic Institute for Children),Mental Health,403 West Adams Boulevard,Los Angeles,CA,90007,34.0276982,-118.2735459,213-742-1000,Open,,"medical care, physical therapy, hospital treatment",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
"Health, Nutrition & Well-Being (A Place Called Home)",Mental Health,2830 South Central Avenue,Los Angeles,CA,90011,34.0157279,-118.2558144,323-232-7653,Open,"community gardens, meals, health education, nutrition education, mental health care, counseling, community support services, exercise & fitness, recreation, support network",,12:00 PM - 21:30 PM,12:00 PM - 21:30 PM,12:00 PM - 21:30 PM,12:00 PM - 21:30 PM,12:00 PM - 21:30 PM,Closed,Closed
Counseling Services (A Place Called Home),Mental Health,2830 South Central Avenue,Los Angeles,CA,90011,34.0157279,-118.2558144,323-232-7653,Open,"counseling, mental health care, group therapy, family counseling, individual counseling",,12:00 PM - 21:30 PM,12:00 PM - 21:30 PM,12:00 PM - 21:30 PM,12:00 PM - 21:30 PM,12:00 PM - 21:30 PM,Closed,Closed
Mental Health Services (Holding Hands),Mental Health,2115 Beverly Boulevard,Los Angeles,CA,90057,34.067185,-118.2707289,323-938-3434,Open,,"mental health care, counseling, family counseling, individual counseling, mental health evaluation",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Hope Harbor (Salvation Army - California South),Mental Health,3107 South Grand Avenue,Los Angeles,CA,90007,34.022348,-118.275325,213-744-8186,Open,"addiction & recovery, residential treatment, substance abuse counseling, residential housing, short-term housing, navigating the system, case management, help find work, job placement",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Opioid Treatment Program (OTP) (American Health Services),Mental Health,5015 West Pico Boulevard,Los Angeles,CA,90019,34.0480081,-118.3464231,323-653-1677,Open,,"addiction & recovery, detox, outpatient treatment, medications for addiction, substance abuse counseling, virtual support",9:00 AM - 17:30 PM,9:00 AM - 17:30 PM,9:00 AM - 17:30 PM,9:00 AM - 17:30 PM,9:00 AM - 17:30 PM,11:30 AM - 12:30 PM,11:30 AM - 12:30 PM
Mental Health Services (Being Alive),Mental Health,6043 Hollywood Boulevard,Los Angeles,CA,90028,34.101898,-118.3215836,323-874-432213,Open,"mental health care, counseling",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Alcohol and Drug Abuse Program (Crenshaw Christian Center),Mental Health,7901 South Vermont Avenue,Los Angeles,CA,90044,33.9677748,-118.2917513,323-758-3777,Open,"addiction & recovery, substance abuse counseling, specialized therapy, support network, spiritual support",,Closed,Closed,22:30 PM - 23:30 PM,Closed,Closed,Closed,Closed
Family Preservation (SHIELDS for Families),Mental Health,"215 South Acacia Avenue, Compton",Los Angeles,CA,90220,33.8946255,-118.2266739,310-605-1777,Open,"help find housing, counseling, group therapy, family counseling, individual counseling, financial assistance, help find childcare, navigating the system",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Mental Health Services (Esteban E. Torres High School),Mental Health,4211 Dozier Street,Los Angeles,CA,90063,34.0418773,-118.1753498,323-265-6700,Temporarily closed,mental health care,,Closed,Closed,Closed,Closed,Closed,Closed,Closed
Mental Health Direct Services (African Communities Public Health Coalition (ACPHC)),Mental Health,3731 Stocker Street,Los Angeles,CA,90008,34.0067224,-118.3384218,213-909-0985,Open,"medication management, mental health care, group therapy, individual counseling, mental health evaluation, navigating the system",,12:30 PM - 20:00 PM,12:30 PM - 20:00 PM,12:30 PM - 20:00 PM,12:30 PM - 20:00 PM,12:30 PM - 20:00 PM,Closed,Closed
Domestic Violence Counseling (Project Peacemakers),Mental Health,,Los Angeles,CA,,,,323-291-2525,Not specified,,"counseling, family counseling, individual counseling, navigating the system, one-on-one support",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Residential Drug/Alcohol Treatment (Van Ness Recovery House),Mental Health,1919 North Beachwood Drive,Los Angeles,CA,90068,34.106068,-118.3218527,323-463-4266,Open,"short-term housing, sober living, addiction & recovery, residential treatment, disease screening, prevent & treat, hiv treatment, support network",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Housing Retention Program (Gay And Lesbian Elder Housing Corporation),Mental Health,1602 Ivar Ave,Los Angeles,CA,90028,34.0999447,-118.3280113,323-957-7200,Open,"help pay for utilities, meals, long-term housing, counseling, financial education, navigating the system, one-on-one support",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Narcotics Treatment Program (Western Pacific Medical Corp),Mental Health,"4544 San Fernando Road, Glendale",Los Angeles,CA,91204,34.1348928,-118.2628713,818-956-3737,Open,,"addiction & recovery, outpatient treatment, substance abuse counseling, medications for addiction",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Caregiver Teleconnection (WellMed Charitable Foundation),Mental Health,,Los Angeles,CA,,,,,Open,"health education, understand disability, understand mental health, support network, virtual support",,11:00 AM - 20:00 PM,10:00 AM - 20:00 PM,10:00 AM - 20:00 PM,10:00 AM - 20:00 PM,10:00 AM - 20:00 PM,11:30 AM - 19:00 PM,11:30 AM - 19:00 PM
Nationwide Helpline (Sikh Family Center),Mental Health,,Los Angeles,CA,,,,866-732-7392,Open,"individual counseling, navigating the system, support network, help hotlines",,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM
Eating Disorder Navigation and Assistance (Project HEAL),Mental Health,,Los Angeles,CA,,,,,Open,"help pay for healthcare, help pay for transit, mental health evaluation, financial assistance, understand government programs, navigating the system, case management, residential care, one-on-one support, nutrition education, prevent & treat, counseling, outpatient treatment, mental health care, residential care",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Virtual Grief Support Group (Adventist Health),Mental Health,,Los Angeles,CA,,,,808-263-5343,Open,"support groups, bereavement, virtual support",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Deaf Counseling Services (Deaf Counseling Center),Mental Health,,Los Angeles,CA,,,,240-380-2577,Open,,"counseling, mental health care, family counseling, individual counseling",08:00 AM - 17:00 PM,08:00 AM - 17:00 PM,08:00 AM - 17:00 PM,08:00 AM - 17:00 PM,08:00 AM - 17:00 PM,Closed,Closed
Truck Driver Assistance (truckersfinalmile),Mental Health,,Los Angeles,CA,,,,888-857-7871,Open,"counseling, financial assistance",,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM
Events for Girls (empowerHER),Mental Health,,Los Angeles,CA,,,,,Open,"community support services, recreation, support network, peer support, support groups, bereavement",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Bereavement Support Program (Assisted Home Health & Hospice Foundation),Mental Health,8550 Balboa Boulevard,Los Angeles,CA,91325,34.2261975,-118.5018078,800-949-6555,Open,"bereavement, one-on-one support, support groups",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Pregnancy Counseling Center (Pregnancy Counseling Center),Mental Health,10211 Sepulveda Boulevard,Los Angeles,CA,91345,34.2557711,-118.467794,818-895-2500,Open,"family planning, checkup & test, pregnancy tests, counseling, navigating the system, one-on-one support",,12:30 PM - 19:00 PM,12:30 PM - 19:00 PM,12:30 PM - 19:00 PM,Closed,Closed,Closed,Closed
